application_date,segment,branch_id,state,zone,case_count
2017-05-12,1,159,BIHAR,EAST,0
2017-05-13,1,159,BIHAR,EAST,0
2017-05-14,1,159,BIHAR,EAST,0
2017-05-15,1,159,BIHAR,EAST,0
2017-05-16,1,159,BIHAR,EAST,0
2017-05-17,1,159,BIHAR,EAST,0
2017-05-18,1,159,BIHAR,EAST,0
2017-05-19,1,159,BIHAR,EAST,0
2017-05-20,1,159,BIHAR,EAST,0
2017-05-21,1,159,BIHAR,EAST,0
2017-05-22,1,159,BIHAR,EAST,0
2017-05-23,1,159,BIHAR,EAST,0
2017-05-24,1,159,BIHAR,EAST,0
2017-05-25,1,159,BIHAR,EAST,0
2017-05-26,1,159,BIHAR,EAST,0
2017-05-27,1,159,BIHAR,EAST,0
2017-05-28,1,159,BIHAR,EAST,0
2017-05-29,1,159,BIHAR,EAST,0
2017-05-30,1,159,BIHAR,EAST,0
2017-05-31,1,159,BIHAR,EAST,0
2017-06-01,1,159,BIHAR,EAST,0
2017-06-02,1,159,BIHAR,EAST,0
2017-06-03,1,159,BIHAR,EAST,0
2017-06-04,1,159,BIHAR,EAST,0
2017-06-05,1,159,BIHAR,EAST,0
2017-06-06,1,159,BIHAR,EAST,0
2017-06-07,1,159,BIHAR,EAST,0
2017-06-08,1,159,BIHAR,EAST,0
2017-06-09,1,159,BIHAR,EAST,0
2017-06-10,1,159,BIHAR,EAST,0
2017-06-11,1,159,BIHAR,EAST,0
2017-06-12,1,159,BIHAR,EAST,0
2017-06-13,1,159,BIHAR,EAST,0
2017-06-14,1,159,BIHAR,EAST,0
2017-06-15,1,159,BIHAR,EAST,0
2017-06-16,1,159,BIHAR,EAST,0
2017-06-17,1,159,BIHAR,EAST,0
2017-06-18,1,159,BIHAR,EAST,0
2017-06-19,1,159,BIHAR,EAST,0
2017-06-20,1,159,BIHAR,EAST,0
2017-06-21,1,159,BIHAR,EAST,0
2017-06-22,1,159,BIHAR,EAST,0
2017-06-23,1,159,BIHAR,EAST,0
2017-06-24,1,159,BIHAR,EAST,0
2017-06-25,1,159,BIHAR,EAST,0
2017-06-26,1,159,BIHAR,EAST,0
2017-06-27,1,159,BIHAR,EAST,0
2017-06-28,1,159,BIHAR,EAST,0
2017-06-29,1,159,BIHAR,EAST,0
2017-06-30,1,159,BIHAR,EAST,0
2017-07-01,1,159,BIHAR,EAST,0
2017-07-02,1,159,BIHAR,EAST,0
2017-07-05,1,159,BIHAR,EAST,0
2017-07-06,1,159,BIHAR,EAST,0
2017-07-07,1,159,BIHAR,EAST,0
2017-07-10,1,159,BIHAR,EAST,0
2017-07-11,1,159,BIHAR,EAST,0
2017-07-12,1,159,BIHAR,EAST,0
2017-07-13,1,159,BIHAR,EAST,0
2017-07-14,1,159,BIHAR,EAST,0
2017-07-15,1,159,BIHAR,EAST,0
2017-07-16,1,159,BIHAR,EAST,0
2017-07-17,1,159,BIHAR,EAST,0
2017-07-18,1,159,BIHAR,EAST,0
2017-07-19,1,159,BIHAR,EAST,0
2017-07-20,1,159,BIHAR,EAST,0
2017-07-21,1,159,BIHAR,EAST,0
2017-07-22,1,159,BIHAR,EAST,0
2017-07-23,1,159,BIHAR,EAST,0
2017-07-24,1,159,BIHAR,EAST,0
2017-07-25,1,159,BIHAR,EAST,0
2017-07-26,1,159,BIHAR,EAST,0
2017-07-27,1,159,BIHAR,EAST,0
2017-07-28,1,159,BIHAR,EAST,0
2017-07-29,1,159,BIHAR,EAST,0
2017-07-30,1,159,BIHAR,EAST,0
2017-07-31,1,159,BIHAR,EAST,0
2017-08-01,1,159,BIHAR,EAST,0
2017-08-03,1,159,BIHAR,EAST,0
2017-08-04,1,159,BIHAR,EAST,0
2017-08-05,1,159,BIHAR,EAST,0
2017-08-06,1,159,BIHAR,EAST,0
2017-08-07,1,159,BIHAR,EAST,0
2017-08-08,1,159,BIHAR,EAST,0
2017-08-09,1,159,BIHAR,EAST,0
2017-08-10,1,159,BIHAR,EAST,0
2017-08-11,1,159,BIHAR,EAST,0
2017-08-12,1,159,BIHAR,EAST,0
2017-08-13,1,159,BIHAR,EAST,0
2017-08-14,1,159,BIHAR,EAST,0
2017-08-15,1,159,BIHAR,EAST,0
2017-08-16,1,159,BIHAR,EAST,0
2017-08-17,1,159,BIHAR,EAST,0
2017-08-18,1,159,BIHAR,EAST,0
2017-08-19,1,159,BIHAR,EAST,0
2017-08-20,1,159,BIHAR,EAST,0
2017-08-21,1,159,BIHAR,EAST,0
2017-08-22,1,159,BIHAR,EAST,0
2017-08-23,1,159,BIHAR,EAST,0
2017-08-24,1,159,BIHAR,EAST,0
2017-08-25,1,159,BIHAR,EAST,0
2017-08-26,1,159,BIHAR,EAST,0
2017-08-27,1,159,BIHAR,EAST,0
2017-08-28,1,159,BIHAR,EAST,0
2017-08-29,1,159,BIHAR,EAST,0
2017-08-30,1,159,BIHAR,EAST,0
2017-08-31,1,159,BIHAR,EAST,0
2017-09-04,1,159,BIHAR,EAST,0
2017-09-05,1,159,BIHAR,EAST,0
2017-09-07,1,159,BIHAR,EAST,0
2017-09-08,1,159,BIHAR,EAST,0
2017-09-09,1,159,BIHAR,EAST,0
2017-09-10,1,159,BIHAR,EAST,0
2017-09-11,1,159,BIHAR,EAST,0
2017-09-12,1,159,BIHAR,EAST,0
2017-09-13,1,159,BIHAR,EAST,0
2017-09-14,1,159,BIHAR,EAST,0
2017-09-15,1,159,BIHAR,EAST,0
2017-09-16,1,159,BIHAR,EAST,0
2017-09-17,1,159,BIHAR,EAST,0
2017-09-18,1,159,BIHAR,EAST,0
2017-09-19,1,159,BIHAR,EAST,0
2017-09-20,1,159,BIHAR,EAST,0
2017-09-21,1,159,BIHAR,EAST,0
2017-09-22,1,159,BIHAR,EAST,0
2017-09-23,1,159,BIHAR,EAST,0
2017-09-24,1,159,BIHAR,EAST,0
2017-09-25,1,159,BIHAR,EAST,0
2017-09-26,1,159,BIHAR,EAST,0
2017-09-27,1,159,BIHAR,EAST,0
2017-09-28,1,159,BIHAR,EAST,0
2017-09-29,1,159,BIHAR,EAST,0
2017-09-30,1,159,BIHAR,EAST,0
2017-10-01,1,159,BIHAR,EAST,0
2017-10-02,1,159,BIHAR,EAST,0
2017-10-03,1,159,BIHAR,EAST,0
2017-10-04,1,159,BIHAR,EAST,0
2017-10-05,1,159,BIHAR,EAST,0
2017-10-06,1,159,BIHAR,EAST,0
2017-10-07,1,159,BIHAR,EAST,0
2017-10-08,1,159,BIHAR,EAST,0
2017-10-09,1,159,BIHAR,EAST,0
2017-10-10,1,159,BIHAR,EAST,0
2017-10-11,1,159,BIHAR,EAST,0
2017-10-12,1,159,BIHAR,EAST,0
2017-10-13,1,159,BIHAR,EAST,0
2017-10-14,1,159,BIHAR,EAST,0
2017-10-15,1,159,BIHAR,EAST,0
2017-10-16,1,159,BIHAR,EAST,0
2017-10-17,1,159,BIHAR,EAST,0
2017-10-18,1,159,BIHAR,EAST,0
2017-10-19,1,159,BIHAR,EAST,0
2017-10-20,1,159,BIHAR,EAST,0
2017-10-21,1,159,BIHAR,EAST,0
2017-10-22,1,159,BIHAR,EAST,0
2017-10-23,1,159,BIHAR,EAST,0
2017-10-24,1,159,BIHAR,EAST,0
2017-10-25,1,159,BIHAR,EAST,0
2017-10-26,1,159,BIHAR,EAST,0
2017-10-27,1,159,BIHAR,EAST,0
2017-10-28,1,159,BIHAR,EAST,0
2017-10-29,1,159,BIHAR,EAST,0
2017-10-30,1,159,BIHAR,EAST,0
2017-10-31,1,159,BIHAR,EAST,0
2017-11-01,1,159,BIHAR,EAST,0
2017-11-02,1,159,BIHAR,EAST,0
2017-11-03,1,159,BIHAR,EAST,0
2017-11-04,1,159,BIHAR,EAST,0
2017-11-05,1,159,BIHAR,EAST,0
2017-11-06,1,159,BIHAR,EAST,0
2017-11-07,1,159,BIHAR,EAST,0
2017-11-08,1,159,BIHAR,EAST,0
2017-11-09,1,159,BIHAR,EAST,0
2017-11-10,1,159,BIHAR,EAST,0
2017-11-11,1,159,BIHAR,EAST,0
2017-11-12,1,159,BIHAR,EAST,0
2017-11-13,1,159,BIHAR,EAST,0
2017-11-14,1,159,BIHAR,EAST,0
2017-11-15,1,159,BIHAR,EAST,0
2017-11-16,1,159,BIHAR,EAST,0
2017-11-17,1,159,BIHAR,EAST,0
2017-11-18,1,159,BIHAR,EAST,0
2017-11-19,1,159,BIHAR,EAST,0
2017-11-20,1,159,BIHAR,EAST,0
2017-11-21,1,159,BIHAR,EAST,0
2017-11-22,1,159,BIHAR,EAST,0
2017-11-23,1,159,BIHAR,EAST,0
2017-11-24,1,159,BIHAR,EAST,0
2017-11-25,1,159,BIHAR,EAST,0
2017-11-26,1,159,BIHAR,EAST,0
2017-11-27,1,159,BIHAR,EAST,0
2017-11-28,1,159,BIHAR,EAST,0
2017-11-29,1,159,BIHAR,EAST,0
2017-11-30,1,159,BIHAR,EAST,0
2017-12-01,1,159,BIHAR,EAST,0
2017-12-02,1,159,BIHAR,EAST,0
2017-12-03,1,159,BIHAR,EAST,0
2017-12-04,1,159,BIHAR,EAST,0
2017-12-05,1,159,BIHAR,EAST,0
2017-12-06,1,159,BIHAR,EAST,0
2017-12-07,1,159,BIHAR,EAST,0
2017-12-08,1,159,BIHAR,EAST,0
2017-12-09,1,159,BIHAR,EAST,0
2017-12-10,1,159,BIHAR,EAST,0
2017-12-11,1,159,BIHAR,EAST,0
2017-12-12,1,159,BIHAR,EAST,0
2017-12-13,1,159,BIHAR,EAST,0
2017-12-14,1,159,BIHAR,EAST,0
2017-12-15,1,159,BIHAR,EAST,0
2017-12-16,1,159,BIHAR,EAST,0
2017-12-17,1,159,BIHAR,EAST,0
2017-12-18,1,159,BIHAR,EAST,0
2017-12-19,1,159,BIHAR,EAST,0
2017-12-20,1,159,BIHAR,EAST,0
2017-12-21,1,159,BIHAR,EAST,0
2017-12-22,1,159,BIHAR,EAST,0
2017-12-23,1,159,BIHAR,EAST,0
2017-12-24,1,159,BIHAR,EAST,0
2017-12-25,1,159,BIHAR,EAST,0
2017-12-26,1,159,BIHAR,EAST,0
2017-12-27,1,159,BIHAR,EAST,0
2017-12-28,1,159,BIHAR,EAST,0
2017-12-29,1,159,BIHAR,EAST,0
2017-12-30,1,159,BIHAR,EAST,0
2017-12-31,1,159,BIHAR,EAST,0
2018-01-01,1,159,BIHAR,EAST,0
2018-01-02,1,159,BIHAR,EAST,0
2018-01-03,1,159,BIHAR,EAST,0
2018-01-04,1,159,BIHAR,EAST,0
2018-01-05,1,159,BIHAR,EAST,0
2018-01-06,1,159,BIHAR,EAST,0
2018-01-08,1,159,BIHAR,EAST,0
2018-01-09,1,159,BIHAR,EAST,0
2018-01-10,1,159,BIHAR,EAST,0
2018-01-11,1,159,BIHAR,EAST,0
2018-01-12,1,159,BIHAR,EAST,0
2018-01-13,1,159,BIHAR,EAST,0
2018-01-14,1,159,BIHAR,EAST,0
2018-01-15,1,159,BIHAR,EAST,0
2018-01-16,1,159,BIHAR,EAST,0
2018-01-17,1,159,BIHAR,EAST,0
2018-01-18,1,159,BIHAR,EAST,0
2018-01-19,1,159,BIHAR,EAST,0
2018-01-20,1,159,BIHAR,EAST,0
2018-01-21,1,159,BIHAR,EAST,0
2018-01-22,1,159,BIHAR,EAST,0
2018-01-23,1,159,BIHAR,EAST,0
2018-01-24,1,159,BIHAR,EAST,0
2018-01-25,1,159,BIHAR,EAST,0
2018-01-26,1,159,BIHAR,EAST,0
2018-01-27,1,159,BIHAR,EAST,0
2018-01-28,1,159,BIHAR,EAST,0
2018-01-29,1,159,BIHAR,EAST,0
2018-01-30,1,159,BIHAR,EAST,0
2018-01-31,1,159,BIHAR,EAST,0
2018-02-01,1,159,BIHAR,EAST,0
2018-02-02,1,159,BIHAR,EAST,0
2018-02-03,1,159,BIHAR,EAST,0
2018-02-05,1,159,BIHAR,EAST,0
2018-02-06,1,159,BIHAR,EAST,0
2018-02-07,1,159,BIHAR,EAST,0
2018-02-08,1,159,BIHAR,EAST,0
2018-02-09,1,159,BIHAR,EAST,0
2018-02-10,1,159,BIHAR,EAST,0
2018-02-11,1,159,BIHAR,EAST,0
2018-02-12,1,159,BIHAR,EAST,0
2018-02-13,1,159,BIHAR,EAST,0
2018-02-14,1,159,BIHAR,EAST,0
2018-02-15,1,159,BIHAR,EAST,0
2018-02-16,1,159,BIHAR,EAST,0
2018-02-17,1,159,BIHAR,EAST,0
2018-02-18,1,159,BIHAR,EAST,0
2018-02-19,1,159,BIHAR,EAST,0
2018-02-20,1,159,BIHAR,EAST,0
2018-02-21,1,159,BIHAR,EAST,0
2018-02-22,1,159,BIHAR,EAST,0
2018-02-23,1,159,BIHAR,EAST,0
2018-02-24,1,159,BIHAR,EAST,0
2018-02-25,1,159,BIHAR,EAST,0
2018-02-26,1,159,BIHAR,EAST,0
2018-02-27,1,159,BIHAR,EAST,0
2018-02-28,1,159,BIHAR,EAST,0
2018-03-01,1,159,BIHAR,EAST,0
2018-03-03,1,159,BIHAR,EAST,0
2018-03-05,1,159,BIHAR,EAST,0
2018-03-06,1,159,BIHAR,EAST,0
2018-03-07,1,159,BIHAR,EAST,0
2018-03-08,1,159,BIHAR,EAST,0
2018-03-09,1,159,BIHAR,EAST,0
2018-03-10,1,159,BIHAR,EAST,0
2018-03-11,1,159,BIHAR,EAST,0
2018-03-12,1,159,BIHAR,EAST,0
2018-03-13,1,159,BIHAR,EAST,0
2018-03-14,1,159,BIHAR,EAST,0
2018-03-15,1,159,BIHAR,EAST,0
2018-03-16,1,159,BIHAR,EAST,0
2018-03-17,1,159,BIHAR,EAST,0
2018-03-18,1,159,BIHAR,EAST,0
2018-03-19,1,159,BIHAR,EAST,0
2018-03-20,1,159,BIHAR,EAST,0
2018-03-21,1,159,BIHAR,EAST,0
2018-03-22,1,159,BIHAR,EAST,0
2018-03-23,1,159,BIHAR,EAST,0
2018-03-24,1,159,BIHAR,EAST,0
2018-03-25,1,159,BIHAR,EAST,0
2018-03-26,1,159,BIHAR,EAST,0
2018-03-27,1,159,BIHAR,EAST,0
2018-03-28,1,159,BIHAR,EAST,0
2018-03-29,1,159,BIHAR,EAST,0
2018-03-30,1,159,BIHAR,EAST,0
2018-03-31,1,159,BIHAR,EAST,0
2018-04-01,1,159,BIHAR,EAST,0
2018-04-02,1,159,BIHAR,EAST,0
2018-04-03,1,159,BIHAR,EAST,0
2018-04-04,1,159,BIHAR,EAST,0
2018-04-05,1,159,BIHAR,EAST,0
2018-04-06,1,159,BIHAR,EAST,0
2018-04-07,1,159,BIHAR,EAST,0
2018-04-08,1,159,BIHAR,EAST,0
2018-04-09,1,159,BIHAR,EAST,0
2018-04-10,1,159,BIHAR,EAST,0
2018-04-11,1,159,BIHAR,EAST,0
2018-04-12,1,159,BIHAR,EAST,0
2018-04-13,1,159,BIHAR,EAST,0
2018-04-14,1,159,BIHAR,EAST,0
2018-04-15,1,159,BIHAR,EAST,0
2018-04-16,1,159,BIHAR,EAST,0
2018-04-17,1,159,BIHAR,EAST,0
2018-04-18,1,159,BIHAR,EAST,0
2018-04-19,1,159,BIHAR,EAST,0
2018-04-20,1,159,BIHAR,EAST,0
2018-04-21,1,159,BIHAR,EAST,0
2018-04-22,1,159,BIHAR,EAST,0
2018-04-23,1,159,BIHAR,EAST,0
2018-04-24,1,159,BIHAR,EAST,0
2018-04-25,1,159,BIHAR,EAST,0
2018-04-26,1,159,BIHAR,EAST,0
2018-04-27,1,159,BIHAR,EAST,0
2018-04-28,1,159,BIHAR,EAST,0
2018-04-29,1,159,BIHAR,EAST,0
2018-04-30,1,159,BIHAR,EAST,0
2018-05-01,1,159,BIHAR,EAST,0
2018-05-02,1,159,BIHAR,EAST,0
2018-05-03,1,159,BIHAR,EAST,0
2018-05-04,1,159,BIHAR,EAST,0
2018-05-05,1,159,BIHAR,EAST,0
2018-05-06,1,159,BIHAR,EAST,0
2018-05-07,1,159,BIHAR,EAST,0
2018-05-08,1,159,BIHAR,EAST,0
2018-05-09,1,159,BIHAR,EAST,0
2018-05-10,1,159,BIHAR,EAST,0
2018-05-11,1,159,BIHAR,EAST,0
2018-05-12,1,159,BIHAR,EAST,0
2018-05-13,1,159,BIHAR,EAST,0
2018-05-14,1,159,BIHAR,EAST,0
2018-05-15,1,159,BIHAR,EAST,0
2018-05-16,1,159,BIHAR,EAST,0
2018-05-17,1,159,BIHAR,EAST,0
2018-05-18,1,159,BIHAR,EAST,0
2018-05-19,1,159,BIHAR,EAST,0
2018-05-20,1,159,BIHAR,EAST,0
2018-05-21,1,159,BIHAR,EAST,0
2018-05-22,1,159,BIHAR,EAST,0
2018-05-23,1,159,BIHAR,EAST,0
2018-05-24,1,159,BIHAR,EAST,0
2018-05-25,1,159,BIHAR,EAST,0
2018-05-26,1,159,BIHAR,EAST,0
2018-05-27,1,159,BIHAR,EAST,0
2018-05-28,1,159,BIHAR,EAST,14
2018-05-29,1,159,BIHAR,EAST,17
2018-05-30,1,159,BIHAR,EAST,3
2018-05-31,1,159,BIHAR,EAST,19
2018-06-01,1,159,BIHAR,EAST,1
2018-06-02,1,159,BIHAR,EAST,10
2018-06-03,1,159,BIHAR,EAST,3
2018-06-04,1,159,BIHAR,EAST,32
2018-06-05,1,159,BIHAR,EAST,18
2018-06-06,1,159,BIHAR,EAST,22
2018-06-07,1,159,BIHAR,EAST,9
2018-06-08,1,159,BIHAR,EAST,13
2018-06-09,1,159,BIHAR,EAST,12
2018-06-10,1,159,BIHAR,EAST,3
2018-06-11,1,159,BIHAR,EAST,19
2018-06-12,1,159,BIHAR,EAST,9
2018-06-13,1,159,BIHAR,EAST,11
2018-06-14,1,159,BIHAR,EAST,8
2018-06-15,1,159,BIHAR,EAST,9
2018-06-16,1,159,BIHAR,EAST,9
2018-06-17,1,159,BIHAR,EAST,3
2018-06-18,1,159,BIHAR,EAST,7
2018-06-19,1,159,BIHAR,EAST,10
2018-06-20,1,159,BIHAR,EAST,13
2018-06-21,1,159,BIHAR,EAST,6
2018-06-22,1,159,BIHAR,EAST,13
2018-06-23,1,159,BIHAR,EAST,5
2018-06-24,1,159,BIHAR,EAST,3
2018-06-25,1,159,BIHAR,EAST,5
2018-06-26,1,159,BIHAR,EAST,4
2018-06-27,1,159,BIHAR,EAST,11
2018-06-28,1,159,BIHAR,EAST,7
2018-06-29,1,159,BIHAR,EAST,8
2018-06-30,1,159,BIHAR,EAST,16
2018-07-01,1,159,BIHAR,EAST,0
2018-07-02,1,159,BIHAR,EAST,5
2018-07-03,1,159,BIHAR,EAST,4
2018-07-04,1,159,BIHAR,EAST,10
2018-07-05,1,159,BIHAR,EAST,2
2018-07-06,1,159,BIHAR,EAST,15
2018-07-07,1,159,BIHAR,EAST,3
2018-07-08,1,159,BIHAR,EAST,6
2018-07-09,1,159,BIHAR,EAST,14
2018-07-10,1,159,BIHAR,EAST,13
2018-07-11,1,159,BIHAR,EAST,9
2018-07-12,1,159,BIHAR,EAST,6
2018-07-13,1,159,BIHAR,EAST,10
2018-07-14,1,159,BIHAR,EAST,18
2018-07-15,1,159,BIHAR,EAST,6
2018-07-16,1,159,BIHAR,EAST,29
2018-07-17,1,159,BIHAR,EAST,18
2018-07-18,1,159,BIHAR,EAST,38
2018-07-19,1,159,BIHAR,EAST,25
2018-07-20,1,159,BIHAR,EAST,29
2018-07-21,1,159,BIHAR,EAST,24
2018-07-22,1,159,BIHAR,EAST,10
2018-07-23,1,159,BIHAR,EAST,34
2018-07-24,1,159,BIHAR,EAST,19
2018-07-25,1,159,BIHAR,EAST,26
2018-07-26,1,159,BIHAR,EAST,25
2018-07-27,1,159,BIHAR,EAST,36
2018-07-28,1,159,BIHAR,EAST,25
2018-07-29,1,159,BIHAR,EAST,7
2018-07-30,1,159,BIHAR,EAST,36
2018-07-31,1,159,BIHAR,EAST,54
2018-08-01,1,159,BIHAR,EAST,17
2018-08-02,1,159,BIHAR,EAST,0
2018-08-03,1,159,BIHAR,EAST,31
2018-08-04,1,159,BIHAR,EAST,15
2018-08-05,1,159,BIHAR,EAST,9
2018-08-06,1,159,BIHAR,EAST,35
2018-08-07,1,159,BIHAR,EAST,25
2018-08-08,1,159,BIHAR,EAST,29
2018-08-09,1,159,BIHAR,EAST,25
2018-08-10,1,159,BIHAR,EAST,38
2018-08-11,1,159,BIHAR,EAST,25
2018-08-12,1,159,BIHAR,EAST,13
2018-08-13,1,159,BIHAR,EAST,44
2018-08-14,1,159,BIHAR,EAST,41
2018-08-15,1,159,BIHAR,EAST,14
2018-08-16,1,159,BIHAR,EAST,34
2018-08-17,1,159,BIHAR,EAST,40
2018-08-18,1,159,BIHAR,EAST,38
2018-08-19,1,159,BIHAR,EAST,17
2018-08-20,1,159,BIHAR,EAST,55
2018-08-21,1,159,BIHAR,EAST,65
2018-08-22,1,159,BIHAR,EAST,35
2018-08-23,1,159,BIHAR,EAST,35
2018-08-24,1,159,BIHAR,EAST,54
2018-08-25,1,159,BIHAR,EAST,54
2018-08-26,1,159,BIHAR,EAST,49
2018-08-27,1,159,BIHAR,EAST,27
2018-08-28,1,159,BIHAR,EAST,36
2018-08-29,1,159,BIHAR,EAST,37
2018-08-30,1,159,BIHAR,EAST,30
2018-08-31,1,159,BIHAR,EAST,91
2018-09-01,1,159,BIHAR,EAST,16
2018-09-02,1,159,BIHAR,EAST,0
2018-09-03,1,159,BIHAR,EAST,36
2018-09-04,1,159,BIHAR,EAST,35
2018-09-05,1,159,BIHAR,EAST,44
2018-09-06,1,159,BIHAR,EAST,13
2018-09-07,1,159,BIHAR,EAST,32
2018-09-08,1,159,BIHAR,EAST,29
2018-09-09,1,159,BIHAR,EAST,21
2018-09-10,1,159,BIHAR,EAST,9
2018-09-11,1,159,BIHAR,EAST,46
2018-09-12,1,159,BIHAR,EAST,48
2018-09-13,1,159,BIHAR,EAST,43
2018-09-14,1,159,BIHAR,EAST,68
2018-09-15,1,159,BIHAR,EAST,57
2018-09-16,1,159,BIHAR,EAST,87
2018-09-17,1,159,BIHAR,EAST,118
2018-09-18,1,159,BIHAR,EAST,31
2018-09-19,1,159,BIHAR,EAST,33
2018-09-20,1,159,BIHAR,EAST,20
2018-09-21,1,159,BIHAR,EAST,27
2018-09-22,1,159,BIHAR,EAST,19
2018-09-23,1,159,BIHAR,EAST,31
2018-09-24,1,159,BIHAR,EAST,38
2018-09-25,1,159,BIHAR,EAST,42
2018-09-26,1,159,BIHAR,EAST,45
2018-09-27,1,159,BIHAR,EAST,24
2018-09-28,1,159,BIHAR,EAST,41
2018-09-29,1,159,BIHAR,EAST,20
2018-09-30,1,159,BIHAR,EAST,60
2018-10-01,1,159,BIHAR,EAST,26
2018-10-02,1,159,BIHAR,EAST,0
2018-10-03,1,159,BIHAR,EAST,30
2018-10-04,1,159,BIHAR,EAST,37
2018-10-05,1,159,BIHAR,EAST,40
2018-10-06,1,159,BIHAR,EAST,32
2018-10-07,1,159,BIHAR,EAST,19
2018-10-08,1,159,BIHAR,EAST,45
2018-10-09,1,159,BIHAR,EAST,42
2018-10-10,1,159,BIHAR,EAST,62
2018-10-11,1,159,BIHAR,EAST,35
2018-10-12,1,159,BIHAR,EAST,43
2018-10-13,1,159,BIHAR,EAST,27
2018-10-14,1,159,BIHAR,EAST,26
2018-10-15,1,159,BIHAR,EAST,67
2018-10-16,1,159,BIHAR,EAST,75
2018-10-17,1,159,BIHAR,EAST,79
2018-10-18,1,159,BIHAR,EAST,56
2018-10-19,1,159,BIHAR,EAST,54
2018-10-20,1,159,BIHAR,EAST,28
2018-10-21,1,159,BIHAR,EAST,14
2018-10-22,1,159,BIHAR,EAST,18
2018-10-23,1,159,BIHAR,EAST,28
2018-10-24,1,159,BIHAR,EAST,45
2018-10-25,1,159,BIHAR,EAST,31
2018-10-26,1,159,BIHAR,EAST,52
2018-10-27,1,159,BIHAR,EAST,35
2018-10-28,1,159,BIHAR,EAST,34
2018-10-29,1,159,BIHAR,EAST,59
2018-10-30,1,159,BIHAR,EAST,48
2018-10-31,1,159,BIHAR,EAST,207
2018-11-01,1,159,BIHAR,EAST,1
2018-11-02,1,159,BIHAR,EAST,1
2018-11-03,1,159,BIHAR,EAST,133
2018-11-04,1,159,BIHAR,EAST,147
2018-11-05,1,159,BIHAR,EAST,187
2018-11-06,1,159,BIHAR,EAST,100
2018-11-07,1,159,BIHAR,EAST,73
2018-11-08,1,159,BIHAR,EAST,42
2018-11-09,1,159,BIHAR,EAST,60
2018-11-10,1,159,BIHAR,EAST,37
2018-11-11,1,159,BIHAR,EAST,36
2018-11-12,1,159,BIHAR,EAST,64
2018-11-13,1,159,BIHAR,EAST,22
2018-11-14,1,159,BIHAR,EAST,14
2018-11-15,1,159,BIHAR,EAST,33
2018-11-16,1,159,BIHAR,EAST,43
2018-11-17,1,159,BIHAR,EAST,17
2018-11-18,1,159,BIHAR,EAST,14
2018-11-19,1,159,BIHAR,EAST,72
2018-11-20,1,159,BIHAR,EAST,32
2018-11-21,1,159,BIHAR,EAST,38
2018-11-22,1,159,BIHAR,EAST,30
2018-11-23,1,159,BIHAR,EAST,57
2018-11-24,1,159,BIHAR,EAST,27
2018-11-25,1,159,BIHAR,EAST,17
2018-11-26,1,159,BIHAR,EAST,37
2018-11-27,1,159,BIHAR,EAST,30
2018-11-28,1,159,BIHAR,EAST,44
2018-11-29,1,159,BIHAR,EAST,31
2018-11-30,1,159,BIHAR,EAST,84
2018-12-01,1,159,BIHAR,EAST,13
2018-12-02,1,159,BIHAR,EAST,6
2018-12-03,1,159,BIHAR,EAST,46
2018-12-04,1,159,BIHAR,EAST,43
2018-12-05,1,159,BIHAR,EAST,29
2018-12-06,1,159,BIHAR,EAST,26
2018-12-07,1,159,BIHAR,EAST,44
2018-12-08,1,159,BIHAR,EAST,28
2018-12-09,1,159,BIHAR,EAST,15
2018-12-10,1,159,BIHAR,EAST,28
2018-12-11,1,159,BIHAR,EAST,34
2018-12-12,1,159,BIHAR,EAST,39
2018-12-13,1,159,BIHAR,EAST,38
2018-12-14,1,159,BIHAR,EAST,34
2018-12-15,1,159,BIHAR,EAST,15
2018-12-16,1,159,BIHAR,EAST,18
2018-12-17,1,159,BIHAR,EAST,36
2018-12-18,1,159,BIHAR,EAST,18
2018-12-19,1,159,BIHAR,EAST,19
2018-12-20,1,159,BIHAR,EAST,30
2018-12-21,1,159,BIHAR,EAST,32
2018-12-22,1,159,BIHAR,EAST,28
2018-12-23,1,159,BIHAR,EAST,9
2018-12-24,1,159,BIHAR,EAST,29
2018-12-25,1,159,BIHAR,EAST,37
2018-12-26,1,159,BIHAR,EAST,15
2018-12-27,1,159,BIHAR,EAST,18
2018-12-28,1,159,BIHAR,EAST,36
2018-12-29,1,159,BIHAR,EAST,24
2018-12-30,1,159,BIHAR,EAST,20
2018-12-31,1,159,BIHAR,EAST,95
2019-01-01,1,159,BIHAR,EAST,0
2019-01-02,1,159,BIHAR,EAST,38
2019-01-03,1,159,BIHAR,EAST,26
2019-01-04,1,159,BIHAR,EAST,17
2019-01-05,1,159,BIHAR,EAST,21
2019-01-06,1,159,BIHAR,EAST,18
2019-01-07,1,159,BIHAR,EAST,31
2019-01-08,1,159,BIHAR,EAST,34
2019-01-09,1,159,BIHAR,EAST,32
2019-01-10,1,159,BIHAR,EAST,29
2019-01-11,1,159,BIHAR,EAST,32
2019-01-12,1,159,BIHAR,EAST,26
2019-01-13,1,159,BIHAR,EAST,9
2019-01-14,1,159,BIHAR,EAST,52
2019-01-15,1,159,BIHAR,EAST,55
2019-01-16,1,159,BIHAR,EAST,55
2019-01-17,1,159,BIHAR,EAST,46
2019-01-18,1,159,BIHAR,EAST,51
2019-01-19,1,159,BIHAR,EAST,28
2019-01-20,1,159,BIHAR,EAST,19
2019-01-21,1,159,BIHAR,EAST,52
